180.76.5.80;[21/Sep/2014:07:06:24 -0400];"GET /benchmarks/file_instances/clique/DIMACS_cliques/p_hat500-1.clq.b HTTP/1.1";16476
66.249.67.64;[21/Sep/2014:08:13:37 -0400];"GET /cs/csprereq.html HTTP/1.1";7176
66.249.65.104;[21/Sep/2014:09:16:31 -0400];"GET /robots.txt HTTP/1.1";292
66.249.65.104;[21/Sep/2014:09:16:31 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
66.249.65.112;[21/Sep/2014:10:12:55 -0400];"GET /cs/csfaculty.html HTTP/1.1";19401
193.255.135.254;[21/Sep/2014:11:14:19 -0400];"GET /~txn131/ttp_apdx.pdf HTTP/1.1";160871
193.255.135.254;[21/Sep/2014:11:14:22 -0400];"GET /favicon.ico HTTP/1.1";1150
106.76.210.123;[21/Sep/2014:12:03:52 -0400];"GET /comp512.papers/singhaldeadsurvey-1.pdf HTTP/1.1";1030585
66.249.65.104;[21/Sep/2014:12:46:06 -0400];"GET /cs/csfaq.html HTTP/1.1";24175
27.7.49.26;[21/Sep/2014:13:15:10 -0400];"GET /cs/cs-prereq.png HTTP/1.1";126581
146.186.64.156;[21/Sep/2014:14:44:18 -0400];"GET /comp519/hw3.html HTTP/1.1";4327
146.186.64.156;[21/Sep/2014:14:44:19 -0400];"GET /favicon.ico HTTP/1.1";1150
23.110.214.186;[21/Sep/2014:15:21:42 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
23.110.214.186;[21/Sep/2014:15:21:43 -0400];"GET /comp435/resources/Week2.pdf HTTP/1.0";181412
107.161.184.113;[21/Sep/2014:16:32:42 -0400];"GET /wp-admin/ HTTP/1.1";291
220.181.108.76;[21/Sep/2014:17:29:58 -0400];"GET / HTTP/1.1";13520
173.210.198.226;[21/Sep/2014:18:17:48 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
173.210.198.226;[21/Sep/2014:18:17:48 -0400];"GET /cs/cs-style.css HTTP/1.1";795
173.210.198.226;[21/Sep/2014:18:17:48 -0400];"GET /favicon.ico HTTP/1.1";1150
36.248.171.207;[21/Sep/2014:19:10:51 -0400];"GET /misc/usage.html HTTP/1.1";18776
220.181.108.105;[21/Sep/2014:20:07:20 -0400];"GET / HTTP/1.1";13520
24.11.254.78;[21/Sep/2014:21:02:15 -0400];"GET /robotics/images/pic2.jpg HTTP/1.1";607653
162.210.196.100;[21/Sep/2014:22:03:05 -0400];"GET /robots.txt HTTP/1.0";292
162.210.196.100;[21/Sep/2014:22:03:07 -0400];"GET /cs/csdegree.html HTTP/1.0";21236
162.210.196.100;[21/Sep/2014:22:03:08 -0400];"GET /ms/msfaq.html HTTP/1.0";32593
180.178.25.61;[21/Sep/2014:22:51:36 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
180.178.25.61;[21/Sep/2014:22:51:44 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
180.178.25.61;[21/Sep/2014:22:51:48 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
180.178.25.61;[21/Sep/2014:22:51:55 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
180.178.25.61;[21/Sep/2014:22:55:12 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
180.178.25.61;[21/Sep/2014:22:56:39 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
198.105.212.244;[21/Sep/2014:23:39:38 -0400];"GET /wp/wp-admin/ HTTP/1.1";294
172.56.13.80;[22/Sep/2014:00:45:37 -0400];"GET /~bui/ HTTP/1.1";8248
172.56.13.80;[22/Sep/2014:00:45:37 -0400];"GET /~bui/style.css HTTP/1.1";642
172.56.13.80;[22/Sep/2014:00:45:37 -0400];"GET /favicon.ico HTTP/1.1";1150
172.56.13.80;[22/Sep/2014:00:45:37 -0400];"GET /apple-touch-icon-precomposed.png HTTP/1.1";314
172.56.13.80;[22/Sep/2014:00:45:37 -0400];"GET /apple-touch-icon.png HTTP/1.1";302
98.165.25.110;[22/Sep/2014:01:44:09 -0400];"GET /favicon.ico HTTP/1.1";1150
98.165.25.110;[22/Sep/2014:01:44:10 -0400];"GET /favicon.gif HTTP/1.1";293
107.161.184.113;[22/Sep/2014:02:18:05 -0400];"GET /old/wp-admin/ HTTP/1.1";295
202.46.129.12;[22/Sep/2014:02:18:06 -0400];"GET /~ding/publications/SAC02_db15.pdf HTTP/1.0";61510
202.46.129.12;[22/Sep/2014:02:18:07 -0400];"GET /favicon.ico HTTP/1.0";1150
66.249.65.112;[22/Sep/2014:03:14:59 -0400];"GET /robots.txt HTTP/1.1";292
66.249.65.104;[22/Sep/2014:03:14:59 -0400];"GET / HTTP/1.1";13520
202.46.63.42;[22/Sep/2014:03:15:01 -0400];"GET / HTTP/1.1";13520
182.118.20.220;[22/Sep/2014:04:37:13 -0400];"GET /cs/index.html HTTP/1.1";7850
66.249.65.112;[22/Sep/2014:05:13:06 -0400];"GET / HTTP/1.1";13520
66.249.65.104;[22/Sep/2014:05:16:43 -0400];"GET /misc/ethics.html HTTP/1.1";3862
66.249.65.112;[22/Sep/2014:05:22:17 -0400];"GET /misc/misc-style.css HTTP/1.1";953
59.163.196.206;[22/Sep/2014:05:50:28 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:27 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:29 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:31 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:34 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:38 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:39 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:41 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:44 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:45 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:46 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:48 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:49 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:51 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:54 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:50:58 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:02 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:04 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:07 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:09 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:11 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:14 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:18 -0400];"GET /comp512.papers/Raymond-89.pdf HTTP/1.1";1256004
59.163.196.206;[22/Sep/2014:05:51:25 -0400];"GET /favicon.ico HTTP/1.1";1150
66.249.65.104;[22/Sep/2014:07:11:29 -0400];"GET / HTTP/1.1";13520
216.185.63.250;[22/Sep/2014:07:45:18 -0400];"GET /robotics/images/HACC.png HTTP/1.1";40717
66.249.69.22;[22/Sep/2014:08:54:27 -0400];"GET /robots.txt HTTP/1.1";292
66.249.69.22;[22/Sep/2014:08:54:27 -0400];"GET /ms/msfaq.html HTTP/1.1";32593
23.110.214.186;[22/Sep/2014:09:00:51 -0400];"GET /cmpsc487/Ch03%20-%20System%20Engineering.pdf HTTP/1.0";320
66.249.69.22;[22/Sep/2014:09:09:47 -0400];"GET /LOCAL/HyperSpec/Issues/iss183.html HTTP/1.1";2458
66.249.69.22;[22/Sep/2014:09:11:41 -0400];"GET /cs/csfaculty.html HTTP/1.1";19401
66.249.69.22;[22/Sep/2014:09:16:52 -0400];"GET /cs/cs-style.css HTTP/1.1";795
70.199.4.175;[22/Sep/2014:09:31:00 -0400];"GET /~null/personal/images/pond.jpg HTTP/1.1";40828
173.73.50.64;[22/Sep/2014:10:36:40 -0400];"GET /robotics HTTP/1.1";8876
173.73.50.64;[22/Sep/2014:10:36:40 -0400];"GET /robotics/ HTTP/1.1";8876
130.203.182.34;[22/Sep/2014:11:18:27 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
130.203.182.34;[22/Sep/2014:11:18:27 -0400];"GET /cs/cs-style.css HTTP/1.1";795
130.203.182.34;[22/Sep/2014:11:18:27 -0400];"GET /favicon.ico HTTP/1.1";1150
54.166.95.146;[22/Sep/2014:12:11:12 -0400];"GET /robots.txt HTTP/1.0";292
54.166.95.146;[22/Sep/2014:12:11:12 -0400];"GET / HTTP/1.0";13520
66.249.69.22;[22/Sep/2014:12:14:16 -0400];"GET /cs/csfaculty.html HTTP/1.1";19401
66.249.69.22;[22/Sep/2014:12:29:16 -0400];"GET /LOCAL/HyperSpec/Issues/iss348.html HTTP/1.1";2480
66.249.69.22;[22/Sep/2014:12:30:09 -0400];"GET /LOCAL/HyperSpec/Body/syscla_t.html HTTP/1.1";3132
66.249.69.22;[22/Sep/2014:12:30:59 -0400];"GET /LOCAL/HyperSpec/Issues/iss226.html HTTP/1.1";2450
146.186.64.156;[22/Sep/2014:12:48:07 -0400];"GET /comp519/ HTTP/1.1";5424
146.186.64.156;[22/Sep/2014:12:48:07 -0400];"GET /favicon.ico HTTP/1.1";1150
146.186.64.156;[22/Sep/2014:12:48:10 -0400];"GET /comp519/hw3.html HTTP/1.1";4327
146.186.253.89;[22/Sep/2014:12:50:34 -0400];"GET /~bui/ HTTP/1.1";8248
146.186.253.89;[22/Sep/2014:12:50:34 -0400];"GET /~bui/style.css HTTP/1.1";642
146.186.253.89;[22/Sep/2014:12:50:34 -0400];"GET /favicon.ico HTTP/1.1";1150
66.249.69.22;[22/Sep/2014:12:51:29 -0400];"GET /LOCAL/HyperSpec/Issues/iss217.html HTTP/1.1";2513
66.249.69.22;[22/Sep/2014:12:58:53 -0400];"GET /courses/comp430.taw.s97/examples/stringtest.c HTTP/1.1";309
123.125.71.36;[22/Sep/2014:13:29:25 -0400];"GET / HTTP/1.1";13520
66.249.69.22;[22/Sep/2014:13:32:28 -0400];"GET /cmpsc487/ HTTP/1.1";32707
66.249.69.22;[22/Sep/2014:13:46:44 -0400];"GET / HTTP/1.1";13520
180.76.6.145;[22/Sep/2014:14:01:01 -0400];"GET /cs/cstypical-before-2013.html HTTP/1.1";17801
66.249.69.22;[22/Sep/2014:14:07:30 -0400];"GET /LOCAL/HyperSpec/Issues/iss030.html HTTP/1.1";2600
66.249.69.22;[22/Sep/2014:14:11:32 -0400];"GET /comp594/project-info.html HTTP/1.1";15269
98.116.12.123;[22/Sep/2014:14:55:12 -0400];"GET /comp413/Iteration_Plan_Template.doc HTTP/1.1";68096
66.249.69.22;[22/Sep/2014:15:23:03 -0400];"GET /LOCAL/HyperSpec/Issues/iss083.html HTTP/1.1";3952
66.96.79.214;[22/Sep/2014:15:46:33 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
66.96.79.214;[22/Sep/2014:15:46:33 -0400];"GET /cs/cs-style.css HTTP/1.1";795
66.96.79.214;[22/Sep/2014:15:46:34 -0400];"GET /favicon.ico HTTP/1.1";1150
66.96.79.214;[22/Sep/2014:15:46:36 -0400];"GET /cs/csprereq.html HTTP/1.1";7176
66.96.79.214;[22/Sep/2014:15:46:36 -0400];"GET /cs/cs-prereq.png HTTP/1.1";126581
66.249.69.22;[22/Sep/2014:16:01:35 -0400];"GET / HTTP/1.1";13520
66.249.69.22;[22/Sep/2014:16:47:42 -0400];"GET /cmpsc487/BPMN_and_BPM.pdf HTTP/1.1";905009
146.186.64.156;[22/Sep/2014:16:56:07 -0400];"GET /comp594/ HTTP/1.1";7013
146.186.64.156;[22/Sep/2014:16:56:12 -0400];"GET /comp594/papers.html HTTP/1.1";4675
146.186.64.156;[22/Sep/2014:16:57:39 -0400];"GET /comp519/ HTTP/1.1";5424
146.186.64.156;[22/Sep/2014:16:57:41 -0400];"GET /comp519/hw4.html HTTP/1.1";5538
8.38.167.241;[22/Sep/2014:16:58:49 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
8.38.167.241;[22/Sep/2014:16:58:50 -0400];"GET /cs/cs-style.css HTTP/1.1";795
8.38.167.241;[22/Sep/2014:16:58:50 -0400];"GET /favicon.ico HTTP/1.1";1150
8.38.167.241;[22/Sep/2014:16:59:14 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
8.38.167.241;[22/Sep/2014:16:59:22 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
66.249.69.22;[22/Sep/2014:17:26:02 -0400];"GET /~ding/publications/SAC02_db15.pdf HTTP/1.1";61510
202.46.63.75;[22/Sep/2014:17:41:51 -0400];"GET / HTTP/1.1";13520
66.249.69.22;[22/Sep/2014:17:59:08 -0400];"GET / HTTP/1.1";13520
50.195.17.21;[22/Sep/2014:18:46:08 -0400];"GET /cmpsc487/IEEEStds_List.htm HTTP/1.1";57550
50.195.17.21;[22/Sep/2014:18:46:09 -0400];"GET /favicon.ico HTTP/1.1";1150
